text,place,place_num,area,area_num,latlon
Η καλή νοικοκυρά με το κουτάλι γνέθει,"{'Λακωνία', 'Επτάνησος'}",2,"{'Λακωνία', 'Επτάνησος'}",2,"[(36.76027945, 22.79046431389755), (38.8351105, 20.7094392)]"
Η καλή νοικοκυρά πριν πειναση μαγειρεύει,"{'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Καρδίτσα>Μορφοβούνι', 'Ρούμελη'}",3,"{'Καρδίτσα', 'Μακεδονία', 'Ρούμελη'}",3,"[(39.3660304, 21.9287519), (40.6186482, 22.91795361795959), (35.5099769, 24.0313692)]"
Η καλή νοικοκυρά στο χωράφι φαίνεται,"{'Αχαΐα>Πάτρα', 'Επτάνησος'}",2,"{'Αχαΐα', 'Επτάνησος'}",2,"[(38.0692748, 21.87273042232539), (38.8351105, 20.7094392)]"
Η καλημέρα 'ναι του Θεού,"{'Αμοργός', 'Νάξος>Απείρανθος'}",2,"{'Νάξος', 'Αμοργός'}",2,"[(37.06001045, 25.47075670857837), (36.85252415, 25.898486967715655)]"
Η κοιλιά μ' παίζ' ταμπουρά,"{'Μικρά Ασία>Κύζικος', 'Θράκη>Σαράντα Εκκλησίες'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
Η κοιλιά μου παίζει ταμπουρά,"{'Κύπρος>Κυθραία', 'Μικρά Ασία>Κυδωνία'}",2,"{'Μικρά Ασία', 'Κύπρος'}",2,"[(38.1846366, 23.5122768), (34.9174159, 32.889902651331866)]"
Η κοιλιά παράθυρα δεν έχει,"{'Θράκη>Καρυές', 'Μεσσηνία', 'Χίος>Νένητα', 'Θεσπρωτία>Κωστάνα'}",4,"{'Χίος', 'Μεσσηνία', 'Θεσπρωτία', 'Θράκη'}",4,"[(38.37581315, 26.064655246170453), (36.70694815, 22.122363134012744), (39.54401235, 20.308355368968883), (38.0105134, 23.7327576)]"
Η κοιλιά παράθυρα δεν έχει!,"{'Πήλιο>Ζαγορά', 'Αχαΐα>Πάτρα', 'Θράκη'}",3,"{'Πήλιο', 'Αχαΐα', 'Θράκη'}",3,"[(39.3650875, 23.1355607), (38.0692748, 21.87273042232539), (38.0105134, 23.7327576)]"
Η κοιλιά παραθύρια δεν έχει,"{'Ανατολική Θράκη', 'Μακεδονία'}",2,"{'Ανατολική Θράκη', 'Μακεδονία'}",2,"[(41.6759327, 26.5587225), (40.6186482, 22.91795361795959)]"
Η κοιλιά του παίζει ταμπουρά,"{'Ανατολική Θράκη', 'Αμοργός'}",2,"{'Ανατολική Θράκη', 'Αμοργός'}",2,"[(41.6759327, 26.5587225), (36.85252415, 25.898486967715655)]"
Η κουβέντα μας κουβέντα κι' ο χορός γαϊτάνι,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Η μάννα αν δε φύλαγε το παιδί εφτά φορές την ώρα θα το μάτιαζε,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η μάννα πονάει στην καρδιά κι η αδερφή στα σπλάχνα,"{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Η μάννα που γεννοβολάει καταπονάει το χάρο,"{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Η μάννα φίσι γέννησε και πάλι το λυπήθη,"{'Λακωνία', 'Μάνη'}",2,"{'Λακωνία', 'Μάνη'}",2,"[(36.76027945, 22.79046431389755), (41.4097472, 26.4024952)]"
Η μαγκανού τα μάγκανα για πανηγύρι τάχει,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η μεγάλη καλωσύνη είναι και μπουνταλωσύνη,"{'Λακωνία', 'Κρήτη>Σητεία>Χαμέζι'}",2,"{'Λακωνία', 'Κρήτη'}",2,"[(36.76027945, 22.79046431389755), (35.308495199999996, 24.46334231842296)]"
"Η μια την άλλη λέει, χαιρέτα μου αν την δης","{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Η μύτη μας 'ς τον ουρανό κι' ο κώλος μας 'ς την στάχτη,"{'Θεσπρωτία', 'Ήπειρος'}",2,"{'Θεσπρωτία', 'Ήπειρος'}",2,"[(39.54401235, 20.308355368968883), (39.6501917, 20.690845557013784)]"
Η ντροπή παιδιά δεν κάνει,"{'Μεσσηνία', 'Αμοργός'}",2,"{'Μεσσηνία', 'Αμοργός'}",2,"[(36.70694815, 22.122363134012744), (36.85252415, 25.898486967715655)]"
Η νύφη όταν γεννηθή την πεθερά θα μοιάσει,"{'Εύβοια>Κύμη', 'Κοζάνη>Βόϊο>Ζώνη'}",2,"{'Κοζάνη', 'Εύβοια'}",2,"[(40.3007259, 21.7883119), (38.49417235, 23.91108439913793)]"
Η νύφη όταν γεννηθή την πεθερά θα μοιάση,"{'Μικρά Ασία>Βιθυνία>Κίος', 'Θεσπρωτία>Κωστάνα'}",2,"{'Μικρά Ασία', 'Θεσπρωτία'}",2,"[(38.1846366, 23.5122768), (39.54401235, 20.308355368968883)]"
Η οικονομία νικά τη δυστυχία,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η ομόνοια χτίζει σπίτι κι η διχόνοια το χαλάει,"{'Θεσπρωτία>Κωστάνα', 'Ρούμελη'}",2,"{'Θεσπρωτία', 'Ρούμελη'}",2,"[(39.54401235, 20.308355368968883), (35.5099769, 24.0313692)]"
Η πάστρα είναι γεια,"{'Ιωάννινα>Μέγα Περιστέρι', 'Κεφαλληνία>Αργοστόλι'}",2,"{'Ιωάννινα', 'Κεφαλληνία'}",2,"[(39.6639818, 20.8522784), (38.2660322, 20.53739027630735)]"
Η πάστρα είναι μισή αρχοντιά,"{'Πήλιο>Ζαγορά', 'Κρήτη>Κυδωνία', 'Μικρά Ασία>Βουρλά', 'Μεσσηνία', 'Μικρά Ασία>Κυδωνία', 'Μεσσηνία>Μανιάκι', 'Κορινθία>Τρίκαλα', 'Αρκαδία>Γορτυνία', 'Αιτωλοακαρνανία>Ναύπακτος', 'Θήρα (Σαντορίνη)', 'Εύβοια', 'Αρκαδία>Γορτυνία>Σέρβος', 'Κύθηρα', 'Μικρά Ασία>Κύζικος>Αρτάκη', 'Λακωνία>Σπάρτη'}",15,"{'Κρήτη', 'Πήλιο', 'Αρκαδία', 'Λακωνία', 'Κορινθία', 'Μικρά Ασία', 'Μεσσηνία', 'Θήρα (Σαντορίνη)', 'Εύβοια', 'Κύθηρα', 'Αιτωλοακαρνανία'}",11,"[(35.308495199999996, 24.46334231842296), (39.3650875, 23.1355607), (37.42908855, 22.423541964571157), (36.76027945, 22.79046431389755), (37.96299085, 22.733342367236247), (38.1846366, 23.5122768), (36.70694815, 22.122363134012744), (36.4071112, 25.456663652707153), (38.49417235, 23.91108439913793), (36.258028800000005, 23.002435236230205), (38.2558495, 21.7377752)]"
Η πέρδικα το Μάρτη το πρωΐ ψόφησε στ' αυγά της και το βράδυ βρώμησε,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η πέτρα που κυλά μαλλί δεν πιάνει,"{'Μικρά Ασία>Κύζικος>Αρτάκη', 'Μάνη'}",2,"{'Μικρά Ασία', 'Μάνη'}",2,"[(38.1846366, 23.5122768), (41.4097472, 26.4024952)]"
Η πίστις σου σέσωκέ σε,"{'Αμοργός', 'Αχαΐα>Πάτρα'}",2,"{'Αμοργός', 'Αχαΐα'}",2,"[(36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
Η πίτα μας ψωμί και το ψωμί μας πίτα,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Η παληά κόττα έχει το ζουμί,"{'Πάρος>Παροικιά', 'Θράκη>Σηλυβρία', 'Ρόδος'}",3,"{'Ρόδος', 'Πάρος', 'Θράκη'}",3,"[(36.172529749999995, 27.91940163839584), (37.06514945, 25.19197841572938), (38.0105134, 23.7327576)]"
Η παλιά κότα έχει το ζουμί,"{'Κρήτη>Κυδωνία', 'Σμύρνη>Ρεΐσδερε'}",2,"{'Σμύρνη', 'Κρήτη'}",2,"[(37.9467441, 23.7138357), (35.308495199999996, 24.46334231842296)]"
Η παντρειά και το τσουκάλι 'ς θέλ' αναγκαση μεγάλη,"{'Εύβοια>Κύμη', 'Χίος>Νένητα'}",2,"{'Χίος', 'Εύβοια'}",2,"[(38.37581315, 26.064655246170453), (38.49417235, 23.91108439913793)]"
Η παπάς παπάς ή ζευγάς ζευγάς,"{'Μεσσηνία>Αετός Τριφυλίας', 'Αρκαδία>Μεγαλόπολη>Χειράδες'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
Η πείνα βγάνει το λύκο από τη φωλιά του κι' αφεντεύει,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Η πείνα μάτια δεν έχει,"{'Λακωνία', 'Αρκαδία>Γορτυνία>Σέρβος', 'Αμοργός', 'Εύβοια>Κάρυστος'}",4,"{'Λακωνία', 'Αμοργός', 'Αρκαδία', 'Εύβοια'}",4,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655), (37.42908855, 22.423541964571157), (38.49417235, 23.91108439913793)]"
Η περηφάνεια σου άντρα μου χήρα μ' έκατσε,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η πολλή δουλειά τρώει τον αφέντη,"{'Αχαΐα>Καλάβρυτα', 'Ιωάννινα>Καλέντζι', 'Χίος>Κάμπος', 'Άνδρος', 'Θεσπρωτία>Κωστάνα', 'Θεσπρωτία>Παραμυθιά', 'Αιτωλοακαρνανία>Ναύπακτος'}",7,"{'Χίος', 'Θεσπρωτία', 'Άνδρος', 'Ιωάννινα', 'Αχαΐα', 'Αιτωλοακαρνανία'}",6,"[(38.37581315, 26.064655246170453), (39.54401235, 20.308355368968883), (37.8408347, 24.86238235981581), (39.6639818, 20.8522784), (38.0692748, 21.87273042232539), (38.2558495, 21.7377752)]"
Η πολλή δουλειά τρώει τον αφέντη της,"{'Μακεδονία>Βογατσικό', 'Αρκαδία>Γορτυνία', 'Κεφαλληνία>Αργοστόλι', 'Καστοριά', 'Αχαΐα>Πάτρα', 'Ήπειρος', 'Αρκαδία>Δημητσάνα'}",7,"{'Αρκαδία', 'Ήπειρος', 'Μακεδονία', 'Καστοριά', 'Κεφαλληνία', 'Αχαΐα'}",6,"[(37.42908855, 22.423541964571157), (39.6501917, 20.690845557013784), (40.6186482, 22.91795361795959), (40.5216297, 21.2636522), (38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539)]"
Η πολυσποριά νικά την αστοχιά,"{'Αμοργός', 'Κρήτη>Ινναχώριο>Κεφάλι'}",2,"{'Κρήτη', 'Αμοργός'}",2,"[(35.308495199999996, 24.46334231842296), (36.85252415, 25.898486967715655)]"
Η πονηρή αλεπου πιάνεται από τα τέσσερα,"{'Κοζάνη>Μηλιά', 'Θεσπρωτία>Παραμυθιά'}",2,"{'Θεσπρωτία', 'Κοζάνη'}",2,"[(39.54401235, 20.308355368968883), (40.3007259, 21.7883119)]"
Η πουτάνα θέλει να κρυφτή κ' η χαρά δεν την αφήνει,"{'Κάρπαθος', 'Αχαΐα>Πάτρα'}",2,"{'Κάρπαθος', 'Αχαΐα'}",2,"[(35.6136611, 27.11925668821135), (38.0692748, 21.87273042232539)]"
Η προίκα βγάζει μάτια,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Η πρωταρούδα την κοιλιά πολύ την καμαρώνει και σαν καθίση ςτο σκαμνί το μάτι της γουρλώνει,"{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Η ράχη σου σε τρώει,"{'Αμοργός', 'Νάξος>Απείρανθος'}",2,"{'Νάξος', 'Αμοργός'}",2,"[(37.06001045, 25.47075670857837), (36.85252415, 25.898486967715655)]"
Η σάρα και η μάρα,"{'Αμοργός', 'Αρκαδία>Κυνουρία>Βούρβουρα', 'Παξοί', 'Χίος'}",4,"{'Αμοργός', 'Παξοί', 'Αρκαδία', 'Χίος'}",4,"[(36.85252415, 25.898486967715655), (39.6226978, 19.9248847), (37.42908855, 22.423541964571157), (38.37581315, 26.064655246170453)]"
Η σάρα και η μάρα και το κακό συναπάντημα,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"[(36.76027945, 22.79046431389755), (41.6759327, 26.5587225)]"
Η σιγαλή βροχή το γάδαρο τρυπά,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Η σκύλα αν δεν κουνήση την ουρά της δεν παν τα σκυλιά κοντά της,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Η τριανταφυλλιά κάνει τριαντάφυλλα κι΄αγκάθια,"{'Αρκαδία>Γορτυνία', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Αρκαδία'}",2,"[(38.0692748, 21.87273042232539), (37.42908855, 22.423541964571157)]"
Η τσεκουριά επέρασε ο λόγος δεν επέρασε,"{'Λακωνία', 'Μεσσηνία'}",2,"{'Λακωνία', 'Μεσσηνία'}",2,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744)]"
Η χάρη γουργούρι κι ας κοπή ποδάρι,"{'Λακωνία', 'Τήλος'}",2,"{'Λακωνία', 'Τήλος'}",2,"[(36.76027945, 22.79046431389755), (36.42930045, 27.316339433417117)]"
Η όστρια λέγει: “Γέψου και καρτέρει με”,"{'Ιθάκη', 'Λευκάδα>Μεγανήσι>Σπαρτοχώρι'}",2,"{'Ιθάκη', 'Λευκάδα'}",2,"[(38.401896050000005, 20.670092887359495), (38.7065734, 20.64167791041791)]"
Ηθελές τα κ' επαθές τα,"{'Πήλιο>Ζαγορά', 'Σίφνος', 'Νίσυρος', 'Αχαΐα>Πάτρα', 'Ήπειρος'}",5,"{'Πήλιο', 'Αχαΐα', 'Σίφνος', 'Νίσυρος', 'Ήπειρος'}",5,"[(39.3650875, 23.1355607), (38.0692748, 21.87273042232539), (36.9714014, 24.708110417765855), (36.58904575, 27.169184022557516), (39.6501917, 20.690845557013784)]"
Ηθελές τα και παθές τα,"{'Ανατολική Θράκη', 'Μικρά Ασία>Κυδωνία'}",2,"{'Μικρά Ασία', 'Ανατολική Θράκη'}",2,"[(38.1846366, 23.5122768), (41.6759327, 26.5587225)]"
Ηθελέστα και παθέστα,"{'Ιωάννινα>Μέγα Περιστέρι', 'Θεσπρωτία>Κωστάνα'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Ηύρ' η πέτρα την αμάδα,"{'Μάνη', 'Εύβοια>Κάρυστος'}",2,"{'Μάνη', 'Εύβοια'}",2,"[(41.4097472, 26.4024952), (38.49417235, 23.91108439913793)]"
Ηύρ' η τάβλα το καρφί της!,"{'Κορινθία>Γελλίνι', 'Αχαΐα>Πάτρα'}",2,"{'Κορινθία', 'Αχαΐα'}",2,"[(37.96299085, 22.733342367236247), (38.0692748, 21.87273042232539)]"
Ηύρ' ο Φίλιππος το Ναθαναήλ,"{'Κρήτη>Κυδωνία', 'Αχαΐα>Πάτρα'}",2,"{'Κρήτη', 'Αχαΐα'}",2,"[(35.308495199999996, 24.46334231842296), (38.0692748, 21.87273042232539)]"
Ηύρ' ο Φίλιππος τον Ναθαναήλ,"{'Ανατολική Θράκη', 'Θράκη', 'Θράκη>Σηλυβρία', 'Αρκαδία>Γορτυνία', 'Θήρα (Σαντορίνη)', 'Αρκαδία>Γορτυνία>Τρόπαια', 'Ήπειρος'}",7,"{'Ανατολική Θράκη', 'Αρκαδία', 'Θράκη', 'Θήρα (Σαντορίνη)', 'Ήπειρος'}",5,"[(41.6759327, 26.5587225), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (36.4071112, 25.456663652707153), (39.6501917, 20.690845557013784)]"
Ηύρ' ο κουτσός κατήφορο,"{'Κεφαλληνία', 'Ήπειρος', 'Μικρά Ασία>Βουρλά'}",3,"{'Μικρά Ασία', 'Κεφαλληνία', 'Ήπειρος'}",3,"[(38.1846366, 23.5122768), (38.2660322, 20.53739027630735), (39.6501917, 20.690845557013784)]"
Ηύρ' ο στραβός κατήφορο,"{'Ανατολική Θράκη', 'Θράκη', 'Λέσβος', 'Κορινθία>Τρίκαλα', 'Κεφαλληνία'}",5,"{'Ανατολική Θράκη', 'Θράκη', 'Κορινθία', 'Λέσβος', 'Κεφαλληνία'}",5,"[(41.6759327, 26.5587225), (38.0105134, 23.7327576), (37.96299085, 22.733342367236247), (39.17584185, 25.998913450232415), (38.2660322, 20.53739027630735)]"
Ηύρ' ου Φίλιππους τουν Ναθαναήλ,"{'Ήπειρος', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784)]"
Ηύραμε ζουρλό παπά κι' όλ' ημέρα ψάλλομεν,"{'Ήπειρος', 'Θράκη'}",2,"{'Ήπειρος', 'Θράκη'}",2,"[(39.6501917, 20.690845557013784), (38.0105134, 23.7327576)]"
Ηύρε Φίλιππος το Ναθαναήλ,"{'Μικρά Ασία>Κύζικος>Αρτάκη', 'Θράκη>Σαράντα Εκκλησίες'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
Ηύρε η πέτρα την αμάδα,"{'Μάνη', 'Επτάνησος'}",2,"{'Μάνη', 'Επτάνησος'}",2,"[(41.4097472, 26.4024952), (38.8351105, 20.7094392)]"
Ηύρε η τάβλα το καρφί της,"{'Λακωνία', 'Αχαΐα>Καλάβρυτα'}",2,"{'Λακωνία', 'Αχαΐα'}",2,"[(36.76027945, 22.79046431389755), (38.0692748, 21.87273042232539)]"
Ηύρεν η κορφή τον πάτο,"{'Λακωνία', 'Ιωάννινα', 'Αμοργός'}",3,"{'Λακωνία', 'Ιωάννινα', 'Αμοργός'}",3,"[(36.76027945, 22.79046431389755), (39.6639818, 20.8522784), (36.85252415, 25.898486967715655)]"
Ηύρεν ο Φίλιππος τον Ναθαναήλ,"{'Κάρπαθος', 'Πόντος', 'Πόντος>Τραπεζούντα', 'Αμοργός'}",4,"{'Κάρπαθος', 'Πόντος', 'Αμοργός'}",3,"[(35.6136611, 27.11925668821135), (40.8909282, 25.8663242), (36.85252415, 25.898486967715655)]"
Θάλασσα τα έκανε,"{'Ιωάννινα>Μέγα Περιστέρι', 'Θεσπρωτία>Κωστάνα'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Θέζε πράμα να βρη ο χρόνος,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Θέλ' ο κώλος του και τα τραβάει,"{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Θέλ' ου τάτας μας κι κλάν' η μάνα μας,"{'Ακαρνανία', 'Αιτωλία'}",2,"{'Ακαρνανία', 'Αιτωλία'}",2,"[(38.70333835, 21.24900554441008), (37.4204248, 24.9479564)]"
Θέλ' ς ρούφα κι άρμιγι θέλ' ς άρμιγι κι ρούφα,"{'Ιωάννινα>Νεγάδες', 'Ήπειρος>Δολιανά'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784)]"
Θέλει διάβασμα,"{'Κάρπαθος', 'Λακωνία', 'Μικρά Ασία>Βουρλά'}",3,"{'Κάρπαθος', 'Μικρά Ασία', 'Λακωνία'}",3,"[(35.6136611, 27.11925668821135), (38.1846366, 23.5122768), (36.76027945, 22.79046431389755)]"
Θέλει κι ο αράπης κομπολόϊ,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Θέλει κι ο μούτσος καφέ,"{'Λακωνία', 'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Ήπειρος'}",3,"{'Λακωνία', 'Ήπειρος', 'Μακεδονία'}",3,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784), (40.6186482, 22.91795361795959)]"
Θέλει κι ο μούτσος καφέ!,"{'Αχαΐα>Πάτρα', 'Επτάνησος'}",2,"{'Αχαΐα', 'Επτάνησος'}",2,"[(38.0692748, 21.87273042232539), (38.8351105, 20.7094392)]"
Θέλει κωλόκουρο,"{'Λακωνία', 'Αρκαδία>Δημητσάνα'}",2,"{'Λακωνία', 'Αρκαδία'}",2,"[(36.76027945, 22.79046431389755), (37.42908855, 22.423541964571157)]"
Θέλει κώλο το τσικρίκι,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Θέλει ναν΄ τόχ΄ η κούτρα του να κατεβάζη ψείρες,"{'Εύβοια>Κύμη', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Εύβοια'}",2,"[(38.0692748, 21.87273042232539), (38.49417235, 23.91108439913793)]"
Θέλει ο Θεός και βρέχει ο μήνας,"{'Αρκαδία>Γορτυνία', 'Λακωνία>Σπάρτη', 'Μεσσηνία>Μανιάκι'}",3,"{'Λακωνία', 'Μεσσηνία', 'Αρκαδία'}",3,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
"Θέλεις δε θέλεις πιε, παπά, βοϊδόσμο","{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
"Θέλεις θέριζε και δένε, θέλεις δένε και κουβάλα","{'Αχαΐα>Καλάβρυτα', 'Αρκαδία>Γορτυνία>Λάστα', 'Ρούμελη', 'Ιθάκη>Ανωγή', 'Κορινθία>Τρίκαλα', 'Αρκαδία>Γορτυνία', 'Επτάνησος', 'Αρκαδία>Γορτυνία>Σέρβος', 'Αμοργός', 'Αχαΐα>Πάτρα', 'Ημαθία>Βασσαράς'}",11,"{'Αρκαδία', 'Κορινθία', 'Ιθάκη', 'Ημαθία', 'Ρούμελη', 'Επτάνησος', 'Αμοργός', 'Αχαΐα'}",8,"[(37.42908855, 22.423541964571157), (37.96299085, 22.733342367236247), (38.401896050000005, 20.670092887359495), (40.65453325, 22.13931950431656), (35.5099769, 24.0313692), (38.8351105, 20.7094392), (36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
"Θέλεις θέριζε και δένε, θέλεις δένε και κουβάλει","{'Κάρπαθος', 'Ρόδος>Αφάντος'}",2,"{'Κάρπαθος', 'Ρόδος'}",2,"[(35.6136611, 27.11925668821135), (36.172529749999995, 27.91940163839584)]"
"Θέλεις θέριζε και δένε, θέλεις δένε και κουβάλειε","{'Αχαΐα>Καλάβρυτα', 'Κεφαλληνία>Αγία Θέκλη', 'Εύβοια>Κύμη', 'Αθήνα', 'Επτάνησος'}",5,"{'Εύβοια', 'Αθήνα', 'Επτάνησος', 'Κεφαλληνία', 'Αχαΐα'}",5,"[(38.49417235, 23.91108439913793), (37.9755648, 23.7348324), (38.8351105, 20.7094392), (38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539)]"
"Θέλεις θέριζε και δένε, θέλεις δένε και κουβάλιε","{'Κεφαλληνία>Λειβαθώ', 'Κρήτη', 'Κεφαλληνία', 'Επτάνησος'}",4,"{'Κρήτη', 'Κεφαλληνία', 'Επτάνησος'}",3,"[(35.308495199999996, 24.46334231842296), (38.2660322, 20.53739027630735), (38.8351105, 20.7094392)]"
"Θέλοντας ο Βλάχος και μη θέλοντας ο ζωγράφος, φόρεσε και συ Χριστέ μου κόκκινα παπούτσια","{'Λακωνία', 'Τήλος'}",2,"{'Λακωνία', 'Τήλος'}",2,"[(36.76027945, 22.79046431389755), (36.42930045, 27.316339433417117)]"
Θέλω ν' αγιάσω και δε μ' αφήνουν οι διαβόλοι,"{'Μακεδονία>Γρεβενά>Ανασελίτσα', 'Ήπειρος'}",2,"{'Ήπειρος', 'Μακεδονία'}",2,"[(39.6501917, 20.690845557013784), (40.6186482, 22.91795361795959)]"
"Θέλω να φάω σουμούνια, μα δε μ' αφήνουν τα δαιμόνια","{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
"Θέρος, τρύγος, πέλεμος","{'Κρήτη>Σητεία>Χαμέζι', 'Θράκη>Σκοπός'}",2,"{'Κρήτη', 'Θράκη'}",2,"[(35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576)]"
