text,place,place_num,area,area_num,latlon
"Θέρος, τρύγος, πόλεμος","{'Ήπειρος>Κόνιτσα', 'Πέλλα>Γιαννιτσα>Παλαίφυτο', 'Μεσσηνία>Πύλος>Κορώνη', 'Αχαΐα>Καλάβρυτα>Σουδενά', 'Αρκαδία>Κυνουρία>Θυρέα', 'Τριφυλία>Λεντεκάδα', 'Αρκαδία>Μεγαλόπολη>Χειράδες', 'Μακεδονία', 'Θράκη>Αίνος', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Μεσσηνία>Αετός Τριφυλίας', 'Επτάνησος', 'Λευκάδα>Μεγανήσι>Σπαρτοχώρι', 'Κορινθία>Τρίκαλα', 'Αχαΐα>Πάτρα', 'Μικρά Ασία>Κύζικος>Αρτάκη', 'Ανατολική Θράκη', 'Ήπειρος', 'Αχαΐα>Καλάβρυτα', 'Σκύρος', 'Ζάκυνθος', 'Αργολίδα>Ερμιονίδα>Κρανίδι'}",22,"{'Ανατολική Θράκη', 'Σκύρος', 'Αρκαδία', 'Θράκη', 'Κορινθία', 'Αχαΐα', 'Μεσσηνία', 'Μικρά Ασία', 'Ζάκυνθος', 'Τριφυλία', 'Αργολίδα', 'Λευκάδα', 'Μακεδονία', 'Επτάνησος', 'Πέλλα', 'Ήπειρος'}",16,"[(41.6759327, 26.5587225), (38.87304355, 24.524477385184017), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (37.96299085, 22.733342367236247), (38.0692748, 21.87273042232539), (36.70694815, 22.122363134012744), (38.1846366, 23.5122768), (37.78913845, 20.790089567090195), (37.19501325, 21.703731840076117), (37.56626615, 22.85593894780862), (38.7065734, 20.64167791041791), (40.6186482, 22.91795361795959), (38.8351105, 20.7094392), (40.7604079, 22.5271118), (39.6501917, 20.690845557013784)]"
"Θέρος, τρύγος, πόλεμος!","{'Θράκη>Αυδήμιο', 'Αχαΐα>Πάτρα', 'Επτάνησος'}",3,"{'Επτάνησος', 'Αχαΐα', 'Θράκη'}",3,"[(38.8351105, 20.7094392), (38.0692748, 21.87273042232539), (38.0105134, 23.7327576)]"
"Θέρους, τρύγους, πόλιμους","{'Εύβοια>Στρόπωνες', 'Θράκη>Μάδυτος'}",2,"{'Θράκη', 'Εύβοια'}",2,"[(38.0105134, 23.7327576), (38.49417235, 23.91108439913793)]"
Θα βαστάξη από τα σύκα ως τα σταφύλια,"{'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Αμοργός'}",2,"{'Κρήτη', 'Αμοργός'}",2,"[(35.308495199999996, 24.46334231842296), (36.85252415, 25.898486967715655)]"
Θα βρης την πίττα ψημένη,"{'Λακωνία', 'Μεσσηνία'}",2,"{'Λακωνία', 'Μεσσηνία'}",2,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744)]"
Θα κόψουμε καρφοπέταλα,"{'Αχαΐα>Καλάβρυτα>Μαζέϊκα', 'Κορινθία>Τρίκαλα'}",2,"{'Κορινθία', 'Αχαΐα'}",2,"[(37.96299085, 22.733342367236247), (38.0692748, 21.87273042232539)]"
Θα μου κόψης το νερό να μαραθούν (ψηθούν) τα λάχανα,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Θα μου το πλερώσης ακριβά,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Θα πάρς τα παλιά μ' τα παπουτσια,"{'Αδριανούπολη', 'Θράκη>Αυδήμιο'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.7111279, 26.3579609), (38.0105134, 23.7327576)]"
Θα περάση ο πασάς,"{'Κως', 'Μακεδονία'}",2,"{'Κως', 'Μακεδονία'}",2,"[(36.79369325, 27.084826562878217), (40.6186482, 22.91795361795959)]"
"Θα πηδήσω, τάτα, να σε ιδώ παιδί μου","{'Αρκαδία>Γορτυνία', 'Ήπειρος'}",2,"{'Ήπειρος', 'Αρκαδία'}",2,"[(39.6501917, 20.690845557013784), (37.42908855, 22.423541964571157)]"
Θα σε δείξω πόσ' απίδια βάζ' ο σάκκος,"{'Ανατολική Θράκη>Σηλυβρία', 'Θράκη>Πετροχώρι Μετρών', 'Θράκη>Σαράντα Εκκλησίες'}",3,"{'Ανατολική Θράκη', 'Θράκη'}",2,"[(41.6759327, 26.5587225), (38.0105134, 23.7327576)]"
Θα σου δείξω πόσα απίδια βάνει ο σάκκος,"{'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Ημαθία>Βασσαράς'}",2,"{'Κρήτη', 'Ημαθία'}",2,"[(35.308495199999996, 24.46334231842296), (40.65453325, 22.13931950431656)]"
Θα σου κάμω γάμο χωρίς κουφέτα,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Θα τούν αλατίσου,"{'Ήπειρος>Ζαγόρι', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784)]"
Θεέ Δημητρίου!,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Θεέ μου βρέξε κάστανα και χιόνισε καρύδια,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Θεωρία επισκόπου και καρδία μυλουνά,"{'Ιωάννινα>Νεγάδες', 'Σέρρες'}",2,"{'Ιωάννινα', 'Σέρρες'}",2,"[(39.6639818, 20.8522784), (41.0910711, 23.5498031)]"
Θεωρία επισκόπου και καρδία μυλωνά,"{'Τρίκαλα', 'Ανατολική Θράκη', 'Κρήτη>Ιεράπετρα>Βαϊνιά', 'Θράκη>Σαράντα Εκκλησίες', 'Ρόδος>Αφάντος', 'Αδριανούπολη', 'Επτάνησος', 'Αμοργός', 'Μακεδονία', 'Ημαθία>Βασσαράς'}",10,"{'Τρίκαλα', 'Ανατολική Θράκη', 'Κρήτη', 'Θράκη', 'Ημαθία', 'Αδριανούπολη', 'Επτάνησος', 'Αμοργός', 'Μακεδονία', 'Ρόδος'}",10,"[(39.5560869, 21.7678844), (41.6759327, 26.5587225), (35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576), (40.65453325, 22.13931950431656), (41.7111279, 26.3579609), (38.8351105, 20.7094392), (36.85252415, 25.898486967715655), (40.6186482, 22.91795361795959), (36.172529749999995, 27.91940163839584)]"
Θεωρία επισκόπου και καρδιά μυλωνά,"{'Θράκη>Περιστερά', 'Θράκη>Σαράντα Εκκλησίες', 'Μικρά Ασία>Βιθυνία>Κατιρλί', 'Μακεδονία', 'Θράκη>Αίνος', 'Λακωνία', 'Θράκη>Σηλυβρία', 'Ιωάννινα', 'Τήλος', 'Επτάνησος', 'Αχαΐα>Πάτρα', 'Φιλιππούπολη', 'Κρήτη', 'Κύπρος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Θράκη', 'Δαρδανέλλια (Ελλήσποντος)', 'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Ιωάννινα>Μέγα Περιστέρι', 'Μακεδονία>Καταφύγι', 'Λευκάδα>Μεγανήσι>Βαθύ', 'Ήπειρος', 'Αχαΐα>Καλάβρυτα', 'Ιθάκη', 'Μικρά Ασία>Κυδωνία', 'Αδριανούπολη', 'Θήρα (Σαντορίνη)'}",27,"{'Κρήτη', 'Κύπρος', 'Θράκη', 'Λακωνία', 'Μικρά Ασία', 'Αχαΐα', 'Δαρδανέλλια (Ελλήσποντος)', 'Ήπειρος', 'Ιθάκη', 'Αδριανούπολη', 'Ιωάννινα', 'Θήρα (Σαντορίνη)', 'Τήλος', 'Λευκάδα', 'Επτάνησος', 'Μακεδονία', 'Φιλιππούπολη'}",17,"[(35.308495199999996, 24.46334231842296), (34.9174159, 32.889902651331866), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (38.0692748, 21.87273042232539), (40.20917255, 26.44139082761628), (39.6501917, 20.690845557013784), (38.401896050000005, 20.670092887359495), (41.7111279, 26.3579609), (39.6639818, 20.8522784), (36.4071112, 25.456663652707153), (36.42930045, 27.316339433417117), (38.7065734, 20.64167791041791), (38.8351105, 20.7094392), (40.6186482, 22.91795361795959), (39.6327644, 22.3965233)]"
Θεός και γείτονας,"{'Κρήτη>Σητεία>Χαμέζι', 'Αιτωλοακαρνανία>Βόνιτσα'}",2,"{'Κρήτη', 'Αιτωλοακαρνανία'}",2,"[(35.308495199999996, 24.46334231842296), (38.2558495, 21.7377752)]"
Θολώνει τα νερά,"{'Αρκαδία>Γορτυνία', 'Κύπρος'}",2,"{'Κύπρος', 'Αρκαδία'}",2,"[(34.9174159, 32.889902651331866), (37.42908855, 22.423541964571157)]"
Θρέψε λύκο να σε φάη,"{'Θράκη', 'Μεσσηνία', 'Νίσυρος', 'Ρόδος'}",4,"{'Ρόδος', 'Μεσσηνία', 'Νίσυρος', 'Θράκη'}",4,"[(36.172529749999995, 27.91940163839584), (36.70694815, 22.122363134012744), (36.58904575, 27.169184022557516), (38.0105134, 23.7327576)]"
Θρέψε λύκο το χειμώνα να σε φάη το καλοκαίρι,"{'Κρήτη>Ιεράπετρα>Βαϊνιά', 'Ιωάννινα>Μέγα Περιστέρι', 'Ικαρία>Βρακάδες', 'Θεσπρωτία>Κωστάνα', 'Ικαρία>Ράχες>Γιαλισκάρι', 'Αρκαδία>Γορτυνία', 'Ιωάννινα', 'Αχαΐα>Πάτρα'}",8,"{'Κρήτη', 'Αρκαδία', 'Ικαρία', 'Θεσπρωτία', 'Ιωάννινα', 'Αχαΐα'}",6,"[(35.308495199999996, 24.46334231842296), (37.42908855, 22.423541964571157), (37.599929450000005, 26.151689404867284), (39.54401235, 20.308355368968883), (39.6639818, 20.8522784), (38.0692748, 21.87273042232539)]"
"Θρέψε λύκο το χειμώνα, να σε φάη το καλοκαίρι","{'Ακαρνανία', 'Ρούμελη', 'Κορινθία>Τρίκαλα', 'Αχαΐα>Πάτρα', 'Αρκαδία>Δημητσάνα'}",5,"{'Αρκαδία', 'Κορινθία', 'Ακαρνανία', 'Ρούμελη', 'Αχαΐα'}",5,"[(37.42908855, 22.423541964571157), (37.96299085, 22.733342367236247), (38.70333835, 21.24900554441008), (35.5099769, 24.0313692), (38.0692748, 21.87273042232539)]"
Θρέψε λύκον τον χειμώνα να σε φάη το καλοκαίρι,"{'Μεσσηνία>Καλαμάτα', 'Καστοριά>Απόσκεπος'}",2,"{'Καστοριά', 'Μεσσηνία'}",2,"[(40.5216297, 21.2636522), (36.70694815, 22.122363134012744)]"
Θρηνώ και οδύρομαι,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
"Θυμάσαι, μητέρα, όταν σε γαμούσαν οι Αρβανίτες; - Παν εκείνα τα ζεύκια, παιδάκι μου","{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
"Θύμωσες, ξεθύμωσες, ο λόγος απομένει","{'Ιωάννινα>Μέγα Περιστέρι', 'Θεσπρωτία>Κωστάνα'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Θώρειε με και μη μ' εγγίζης,"{'Εύβοια>Κύμη', 'Ρόδος'}",2,"{'Ρόδος', 'Εύβοια'}",2,"[(36.172529749999995, 27.91940163839584), (38.49417235, 23.91108439913793)]"
"Ιδού η Ρόδος, ιδού και το πήδημα","{'Θράκη>Περιστερά', 'Λακωνία', 'Ιωάννινα>Μέγα Περιστέρι', 'Αρκαδία>Γορτυνία', 'Επτάνησος', 'Αμοργός', 'Αχαΐα>Πάτρα', 'Ήπειρος'}",8,"{'Αρκαδία', 'Θράκη', 'Λακωνία', 'Ήπειρος', 'Ιωάννινα', 'Επτάνησος', 'Αμοργός', 'Αχαΐα'}",8,"[(37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784), (39.6639818, 20.8522784), (38.8351105, 20.7094392), (36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
Ιδρώνει το μουστάκι του,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη>Αίνος'}",2,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη'}",2,"[(40.20917255, 26.44139082761628), (38.0105134, 23.7327576)]"
Κ η κοσινού τον άντρα της με τους πραματευτάδες,"{'Εύβοια>Κύμη', 'Μικρά Ασία>Χιλή'}",2,"{'Μικρά Ασία', 'Εύβοια'}",2,"[(38.1846366, 23.5122768), (38.49417235, 23.91108439913793)]"
Κ' η κοσκινού τον άντρα της με τους πραματευτάδες,"{'Αρκαδία>Γορτυνία', 'Αμοργός', 'Αχαΐα>Πάτρα', 'Ήπειρος'}",4,"{'Αχαΐα', 'Αμοργός', 'Ήπειρος', 'Αρκαδία'}",4,"[(38.0692748, 21.87273042232539), (36.85252415, 25.898486967715655), (39.6501917, 20.690845557013784), (37.42908855, 22.423541964571157)]"
Κάθ' αμπόδιο γιά καλό,"{'Κως', 'Μήλος'}",2,"{'Κως', 'Μήλος'}",2,"[(36.79369325, 27.084826562878217), (36.70934405, 24.506833813253667)]"
Κάθ' αρχή κι δύσκουλ',"{'Ιωάννινα>Νεγάδες', 'Σέρρες'}",2,"{'Ιωάννινα', 'Σέρρες'}",2,"[(39.6639818, 20.8522784), (41.0910711, 23.5498031)]"
Κάθ' εμπόδιο γιά καλό,"{'Μικρά Ασία>Τσεσμές (Κρήνη)', 'Μικρά Ασία>Βιθυνία>Τρίγλεια', 'Αχαΐα>Πάτρα', 'Νίσυρος'}",4,"{'Μικρά Ασία', 'Αχαΐα', 'Νίσυρος'}",3,"[(38.1846366, 23.5122768), (38.0692748, 21.87273042232539), (36.58904575, 27.169184022557516)]"
Κάθ' εμπόδιο σί καλό,"{'Μακεδονία>Βογατσικό', 'Θράκη>Αίνος'}",2,"{'Μακεδονία', 'Θράκη'}",2,"[(40.6186482, 22.91795361795959), (38.0105134, 23.7327576)]"
Κάθ' ημέρα δεν έιν' τ' άγιου Βασιλείου,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη>Μάδυτος'}",2,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη'}",2,"[(40.20917255, 26.44139082761628), (38.0105134, 23.7327576)]"
Κάθε 'μπόδιο γιά καλό,"{'Θήρα (Σαντορίνη)', 'Κως>Πυλί', 'Ρόδος'}",3,"{'Κως', 'Θήρα (Σαντορίνη)', 'Ρόδος'}",3,"[(36.79369325, 27.084826562878217), (36.4071112, 25.456663652707153), (36.172529749999995, 27.91940163839584)]"
Κάθε Γιάννης πέντε ζουρλών γνώμη έχει,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Κάθε Σάββατο βραδύ η νύφη μας καματερή,"{'Λακωνία', 'Θράκη'}",2,"{'Λακωνία', 'Θράκη'}",2,"[(36.76027945, 22.79046431389755), (38.0105134, 23.7327576)]"
Κάθε αρνί από το ποδάρι του κρέμεται,"{'Πήλιο>Ζαγορά', 'Μικρά Ασία>Βιθυνία>Κατιρλί', 'Μικρά Ασία>Βιθυνία>Σιγή'}",3,"{'Μικρά Ασία', 'Πήλιο'}",2,"[(38.1846366, 23.5122768), (39.3650875, 23.1355607)]"
Κάθε αρχή δύσκολη,"{'Αχαΐα>Πάτρα', 'Μικρά Ασία>Κυδωνία', 'Θράκη>Σαράντα Εκκλησίες'}",3,"{'Μικρά Ασία', 'Αχαΐα', 'Θράκη'}",3,"[(38.1846366, 23.5122768), (38.0692748, 21.87273042232539), (38.0105134, 23.7327576)]"
Κάθε αφορμή και θάνατος,"{'Λακωνία', 'Μεσσηνία>Αετός Τριφυλίας', 'Επτάνησος'}",3,"{'Λακωνία', 'Μεσσηνία', 'Επτάνησος'}",3,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744), (38.8351105, 20.7094392)]"
Κάθε γουνιά τουν καπνό τς ξέρ',"{'Αδριανούπολη', 'Θράκη'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.7111279, 26.3579609), (38.0105134, 23.7327576)]"
Κάθε γουρούνι για το σουρλό το σκαλίζει,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Κάθε δέντρο με τον ίσκιον του,"{'Μικρά Ασία>Κύζικος>Αρτάκη', 'Ρόδος'}",2,"{'Μικρά Ασία', 'Ρόδος'}",2,"[(38.1846366, 23.5122768), (36.172529749999995, 27.91940163839584)]"
Κάθε δευτέρα γίνεται στον ουρανό λιβάνι,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Κάθε εμπόδιο γιά καλό,"{'Αμοργός>Λαγκάδα', 'Θράκη>Σαράντα Εκκλησίες', 'Μικρά Ασία>Βουρλά', 'Ιωάννινα>Μέγα Περιστέρι', 'Κρήτη>Σητεία>Σκοπή', 'Μακεδονία>Καταφύγι', 'Αδριανούπολη', 'Αρκαδία>Γορτυνία', 'Κοζάνη>Βόϊο>Βυθός', 'Θράκη>Σουφλί', 'Φιλιππούπολη'}",11,"{'Κρήτη', 'Αρκαδία', 'Θράκη', 'Μικρά Ασία', 'Αδριανούπολη', 'Ιωάννινα', 'Αμοργός', 'Κοζάνη', 'Μακεδονία', 'Φιλιππούπολη'}",10,"[(35.308495199999996, 24.46334231842296), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (41.7111279, 26.3579609), (39.6639818, 20.8522784), (36.85252415, 25.898486967715655), (40.3007259, 21.7883119), (40.6186482, 22.91795361795959), (39.6327644, 22.3965233)]"
Κάθε θαύμα τρείς ημέρες,"{'Λακωνία', 'Αρκαδία>Γορτυνία'}",2,"{'Λακωνία', 'Αρκαδία'}",2,"[(36.76027945, 22.79046431389755), (37.42908855, 22.423541964571157)]"
Κάθε καρυδιάς καρύδι,"{'Μικρά Ασία>Τσεσμές (Κρήνη)', 'Κρήτη', 'Ανατολική Θράκη', 'Ιωάννινα>Μέγα Περιστέρι', 'Μικρά Ασία>Κυδωνία', 'Μάνη', 'Ημαθία>Βασσαράς', 'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Αμοργός', 'Κεφαλληνία', 'Μικρά Ασία>Τσεσμές (Κρήνη)>Κάτω Παναγιά', 'Αρκαδία>Δημητσάνα'}",12,"{'Κρήτη', 'Ανατολική Θράκη', 'Αρκαδία', 'Μικρά Ασία', 'Αμοργός', 'Ιωάννινα', 'Μάνη', 'Ημαθία', 'Κεφαλληνία'}",9,"[(35.308495199999996, 24.46334231842296), (41.6759327, 26.5587225), (37.42908855, 22.423541964571157), (38.1846366, 23.5122768), (36.85252415, 25.898486967715655), (39.6639818, 20.8522784), (41.4097472, 26.4024952), (40.65453325, 22.13931950431656), (38.2660322, 20.53739027630735)]"
Κάθε κατεργάρης στο μπάγκο του,"{'Μικρά Ασία>Κυδωνία', 'Θεσπρωτία>Κωστάνα'}",2,"{'Μικρά Ασία', 'Θεσπρωτία'}",2,"[(38.1846366, 23.5122768), (39.54401235, 20.308355368968883)]"
Κάθε κλέφτης έχει και το μάρτυρά του,"{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
Κάθε κόκκοτας στην κοπριά του λαλάει,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Κάθε μέρα δεν είναι Πάσχα,"{'Αδριανούπολη', 'Θράκη>Αίνος', 'Θράκη>Σουφλί'}",3,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.7111279, 26.3579609), (38.0105134, 23.7327576)]"
